dataset_id,candidate,condition,execution_status,failure_class,scientific_pass_count,scientific_model_count,scientific_outcomes,screening_stage,seed,commit,coefficient_sha256,hamiltonian_sha256,ordered_grouping_sha256,unordered_grouping_sha256,cache_or_source,cache_numerically_equivalent,source
twelve_condition,two_term_center,BeH2_stretch125,completed,,3,3,"{""original_one_term"": true, ""refit_one_term"": true, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,58038c60e67729be27c8296382fc80945267ee7e94b304adaf111f70badae8e6,06ad7eb286d8da81b33ebe9e2ccd5e2d0ca000fb85a32dccd7918da05c9c8c49,4f45dfdedeaedae69110ace3bbd5c37621fab25b3aa08927ffc253a22d0e66e8,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,BeH2_stretch125,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,58038c60e67729be27c8296382fc80945267ee7e94b304adaf111f70badae8e6,06ad7eb286d8da81b33ebe9e2ccd5e2d0ca000fb85a32dccd7918da05c9c8c49,4f45dfdedeaedae69110ace3bbd5c37621fab25b3aa08927ffc253a22d0e66e8,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,BeH2_stretch150,completed,,3,3,"{""original_one_term"": true, ""refit_one_term"": true, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,4f69255e014919673c046b712c8855df0432cc44d645f14cbf42b099f105a4b0,f6969997d336d7b44aa26f69212da2f07a7727645e28087f44ad8d9247648d4b,656f1043456c8b5592b2ad19cb8d876585299fbf6305827042ede627678be05b,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,BeH2_stretch150,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,4f69255e014919673c046b712c8855df0432cc44d645f14cbf42b099f105a4b0,f6969997d336d7b44aa26f69212da2f07a7727645e28087f44ad8d9247648d4b,656f1043456c8b5592b2ad19cb8d876585299fbf6305827042ede627678be05b,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,H2O_stretch125,completed,,3,3,"{""original_one_term"": true, ""refit_one_term"": true, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,896e55d95c6542d5cbf9bdb3cca749ae59db16765f92c8477b35c4025a9537e9,b943f78752c5002a95696233d6e3bff8001f598d4ce44aec020dc7f6c529376e,a3d16ba15d7836be3b7c730b8a0c36ec40de1dee7dde84ff6cca873508ef2c56,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,H2O_stretch125,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,896e55d95c6542d5cbf9bdb3cca749ae59db16765f92c8477b35c4025a9537e9,b943f78752c5002a95696233d6e3bff8001f598d4ce44aec020dc7f6c529376e,a3d16ba15d7836be3b7c730b8a0c36ec40de1dee7dde84ff6cca873508ef2c56,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,H2O_stretch150,completed,,3,3,"{""original_one_term"": true, ""refit_one_term"": true, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,5b5aff26adc5056e14b46d9ae8df5bc1db675a52fb1016626133eb5e0b582da6,8ad047c319c333befa0043fd3846901fb4a746f9cb46d1b90fd1bc50f9c4084a,de5ec285fae2b1231399ca3489cd9afc135816e442ec53539ab2b035447bd663,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,H2O_stretch150,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,5b5aff26adc5056e14b46d9ae8df5bc1db675a52fb1016626133eb5e0b582da6,8ad047c319c333befa0043fd3846901fb4a746f9cb46d1b90fd1bc50f9c4084a,de5ec285fae2b1231399ca3489cd9afc135816e442ec53539ab2b035447bd663,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,BeH2_stretch150_631g,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,ab710ce613d5390d73ba2277dfefc7a28b8645d7ae22277d31bc677b1c95fce8,f6969997d336d7b44aa26f69212da2f07a7727645e28087f44ad8d9247648d4b,656f1043456c8b5592b2ad19cb8d876585299fbf6305827042ede627678be05b,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,BeH2_stretch150_631g,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,ab710ce613d5390d73ba2277dfefc7a28b8645d7ae22277d31bc677b1c95fce8,f6969997d336d7b44aa26f69212da2f07a7727645e28087f44ad8d9247648d4b,656f1043456c8b5592b2ad19cb8d876585299fbf6305827042ede627678be05b,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,BeH2_stretch150_ccpvdz,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,6a9be1aa690d94463c5621d8a350a53fa289c888bd727b5a253a029e38b9ce4d,f6969997d336d7b44aa26f69212da2f07a7727645e28087f44ad8d9247648d4b,656f1043456c8b5592b2ad19cb8d876585299fbf6305827042ede627678be05b,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,BeH2_stretch150_ccpvdz,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,6a9be1aa690d94463c5621d8a350a53fa289c888bd727b5a253a029e38b9ce4d,f6969997d336d7b44aa26f69212da2f07a7727645e28087f44ad8d9247648d4b,656f1043456c8b5592b2ad19cb8d876585299fbf6305827042ede627678be05b,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,H2O_stretch150_631g,completed,,3,3,"{""original_one_term"": true, ""refit_one_term"": true, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,60b7d129e9456b3737c0e680e7e9e2885f51f382bed4be64a08e86032e9b19d7,8ad047c319c333befa0043fd3846901fb4a746f9cb46d1b90fd1bc50f9c4084a,de5ec285fae2b1231399ca3489cd9afc135816e442ec53539ab2b035447bd663,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,H2O_stretch150_631g,completed,,3,3,"{""original_one_term"": true, ""refit_one_term"": true, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,60b7d129e9456b3737c0e680e7e9e2885f51f382bed4be64a08e86032e9b19d7,8ad047c319c333befa0043fd3846901fb4a746f9cb46d1b90fd1bc50f9c4084a,de5ec285fae2b1231399ca3489cd9afc135816e442ec53539ab2b035447bd663,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,H2O_stretch150_ccpvdz,completed,,3,3,"{""original_one_term"": true, ""refit_one_term"": true, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,a5c87f30bf5aa3772ce0504d69df4e7b118d44a1b2ee2a1c409ba8c3fc2bd4cf,8ad047c319c333befa0043fd3846901fb4a746f9cb46d1b90fd1bc50f9c4084a,de5ec285fae2b1231399ca3489cd9afc135816e442ec53539ab2b035447bd663,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,H2O_stretch150_ccpvdz,completed,,3,3,"{""original_one_term"": true, ""refit_one_term"": true, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,a5c87f30bf5aa3772ce0504d69df4e7b118d44a1b2ee2a1c409ba8c3fc2bd4cf,8ad047c319c333befa0043fd3846901fb4a746f9cb46d1b90fd1bc50f9c4084a,de5ec285fae2b1231399ca3489cd9afc135816e442ec53539ab2b035447bd663,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,LiH_CAS2e4o,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,8cf386d41778c67966fedc4e07ecdab9c26caca1084ac513e40712c08f7fe4dc,9983d7579466d7dad4abdf0128035ae5a330ce1db8049734ddaf81c268c347bc,dbbc6f8a0901e63e400472a30ca39baeb2207adcf4e7ea19ee552bd3e5aeee4f,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/LiH_CAS2e4o.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,LiH_CAS2e4o,completed,,0,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": false}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,8cf386d41778c67966fedc4e07ecdab9c26caca1084ac513e40712c08f7fe4dc,9983d7579466d7dad4abdf0128035ae5a330ce1db8049734ddaf81c268c347bc,dbbc6f8a0901e63e400472a30ca39baeb2207adcf4e7ea19ee552bd3e5aeee4f,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/LiH_CAS2e4o.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,BeH2_CAS4e4o,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,b3aceb31093ffd947c5fc2de60be9a0d554244522dd319dc4b5644034de35f15,c3ca1211ee12e9a69ba1dfde6a5e667cd2447e7058f5d44d36ddbe958871599c,7edcd450f6b3bc250404948ba2399145c2e2d281e3e6667b57b0bce16ea4696d,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_CAS4e4o.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,BeH2_CAS4e4o,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,b3aceb31093ffd947c5fc2de60be9a0d554244522dd319dc4b5644034de35f15,c3ca1211ee12e9a69ba1dfde6a5e667cd2447e7058f5d44d36ddbe958871599c,7edcd450f6b3bc250404948ba2399145c2e2d281e3e6667b57b0bce16ea4696d,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_CAS4e4o.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,BeH2_CAS4e5o,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,39c0dadb0a4162e53c2078db87c696449ac2feb5919c669d07b1bafc8c2694cd,42a47b83e153ca96c906a53703e197c81434af3931dd615417c700a676102bc2,1fbc03d0238f5eb8573174aed2899442c4c70b41907aff32278e562819d98026,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_CAS4e5o.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,BeH2_CAS4e5o,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,39c0dadb0a4162e53c2078db87c696449ac2feb5919c669d07b1bafc8c2694cd,42a47b83e153ca96c906a53703e197c81434af3931dd615417c700a676102bc2,1fbc03d0238f5eb8573174aed2899442c4c70b41907aff32278e562819d98026,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/BeH2_CAS4e5o.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,two_term_center,H2O_CAS8e5o,completed,,3,3,"{""original_one_term"": true, ""refit_one_term"": true, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,23aba4966505bd7d45dc54ac296799d18eb0ac3f11372d3c803bec187442286e,ad72d08e060aaa38671fcdd37b08900826d4d352b93c582c4af43f47d17c5dfd,8cfb5440f514f3ac4ac61af77c10f78ae7f92c6732c7743a0d4beef9443adbd0,024c2dbd5d83bb342614bd81b8bed78c8c68e95971c2a5d6d2b84b7e84b3aa08,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
twelve_condition,current_m3,H2O_CAS8e5o,completed,,1,3,"{""original_one_term"": false, ""refit_one_term"": false, ""two_term"": true}",fixed_comparison_all_conditions,,73cdbf200d348cc610d4c20f45a3208ce7ad2e7e,da7fb750d1618a4ab25d7ab4f52f2b2d5a3b05b5f329f405a648219352d9fbf4,ad72d08e060aaa38671fcdd37b08900826d4d352b93c582c4af43f47d17c5dfd,8cfb5440f514f3ac4ac61af77c10f78ae7f92c6732c7743a0d4beef9443adbd0,024c2dbd5d83bb342614bd81b8bed78c8c68e95971c2a5d6d2b84b7e84b3aa08,/home/abe/myproject/Evaluation_numGate_highorder/artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json
joint_refinement,refinement_center,H2O_full_stretch150,completed,,0,1,"{""two_term"": false}",hard_condition,20260913,,7da79a7f0e03da01b7f9f5bb3d0ed93dd255b73d71b742a48756f3413c745522,63ca6b3b7f206aea8c457e6c5d04158f94a8c79eb088ee391bcbecd2b0d66e35,4432cc8a904855661ea57bc38a8afb12723cc86776df1984a276672c7eb277ec,07e80f55410ef824a3134f051c85c59bd2a089a05c8fc87e637a6a6718d2ccd4,saved checkpoint record,,artifacts/m3_joint_full_frozen_refinement_20260913/refinement_results.json.gz
