dataset_id,evidence_role,condition,pf,model,candidate_scope,eta_star,eta_min,eta_t,maximum_unseen_residual_over_epsilon,direct_cost_at_predicted_time,model_cost_at_predicted_time,predicted_time,saved_grid_minimum_time,saved_grid_minimum_cost,stored_pass,recomputed_pass,pass_matches,maximum_metric_reproduction_difference,metric_reproduction_pass,source,source_status,metrics_available,optimum_interior,recomputed_joint_pass
five_condition_holdout,coefficient_fixed_holdout,H7,current_m3,refit_one_term,fixed_comparison_pf,0.016506204666623194,0.001638669427684647,0.024310842373531316,0.028147546449063265,216193345.27707854,219761876.88178393,1.1800833542184657,1.2094870020788393,215839655.43243942,False,False,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,H7,current_m3,two_term,fixed_comparison_pf,0.0010589037451604875,0.0,0.0,0.002100229960590563,215839655.43243942,216068208.85193098,1.2094870020788393,1.2094870020788393,215839655.43243942,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_sto3g,two_term_center,original_one_term,fixed_comparison_pf,0.0049109517399110675,0.00012410810505714132,0.006961201974161058,0.007307800094764829,645593544.6263293,648764023.3675873,0.7726693687451571,0.7780857810200607,645513431.1775969,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_sto3g,two_term_center,refit_one_term,fixed_comparison_pf,0.004757724171383055,0.00011871580231748169,0.006804406618652337,0.007117696019588066,645590063.8224859,648661603.2739389,0.7727913689818084,0.7780857810200607,645513431.1775969,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_sto3g,two_term_center,two_term,fixed_comparison_pf,6.473583199774073e-05,0.0,0.0,0.00011995440247842493,645513431.1775969,645555219.0266299,0.7780857810200607,0.7780857810200607,645513431.1775969,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_sto3g,current_m3,original_one_term,fixed_comparison_pf,0.00987635391337383,0.0005293059660782529,0.013962293918119428,0.015490758166967065,562567219.7039305,568123332.6657892,0.882343779206989,0.89483776712056,562269607.0463763,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_sto3g,current_m3,refit_one_term,fixed_comparison_pf,0.009557393054777425,0.0005058641999791114,0.013627653822090191,0.015070609772244071,562554039.1113174,567930589.1776569,0.8826432278033088,0.89483776712056,562269607.0463763,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_sto3g,current_m3,two_term,fixed_comparison_pf,0.00046093009933234706,0.0,0.0,0.000853922249470825,562269607.0463763,562528774.0322038,0.89483776712056,0.89483776712056,562269607.0463763,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_631g,two_term_center,original_one_term,fixed_comparison_pf,0.0046223197286220105,0.00011551901963646749,0.006127225653843937,0.0070266079068884695,361279233.00423056,362949181.13048744,1.289635804500467,1.2975864092352123,361237503.20200473,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_631g,two_term_center,refit_one_term,fixed_comparison_pf,0.004452402678434219,0.00010971985139263118,0.005953334316462944,0.006816668113000969,361277138.1271735,362885689.42462796,1.2898614435365363,1.2975864092352123,361237503.20200473,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_631g,two_term_center,two_term,fixed_comparison_pf,0.00037852809129513144,0.0,0.0,0.0007467436360333587,361237503.20200473,361374241.744596,1.2975864092352123,1.2975864092352123,361237503.20200473,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_631g,current_m3,original_one_term,fixed_comparison_pf,0.014742502936198347,0.0012237637979628513,0.018554232239512025,0.024763502796801264,313220292.720221,317837943.80532575,1.472675834722534,1.5005167713779635,312837453.56989527,False,False,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_631g,current_m3,refit_one_term,fixed_comparison_pf,0.014262656160475676,0.0011629947308064992,0.01803031065986549,0.024090501162272907,313201281.879996,317668364.0724706,1.4734619878396804,1.5005167713779635,312837453.56989527,False,False,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_631g,current_m3,two_term,fixed_comparison_pf,0.0027051123439396692,0.0,0.0,0.005063230659501993,312837453.56989527,313683714.02719384,1.5005167713779635,1.5005167713779635,312837453.56989527,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_ccpvdz,two_term_center,original_one_term,fixed_comparison_pf,0.003978770987339553,9.078465817147219e-05,0.005034525301972015,0.005989485164464104,309866654.27034277,311099542.7242976,1.4232456021074709,1.4304472248541347,309838525.68570006,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_ccpvdz,two_term_center,refit_one_term,fixed_comparison_pf,0.0038338700974813126,8.639541371424642e-05,0.004886537142886338,0.005811785679391178,309865294.3133113,311053277.5994263,1.4234572913589463,1.4304472248541347,309838525.68570006,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_ccpvdz,two_term_center,two_term,fixed_comparison_pf,0.0004991348746208787,0.0,0.0,0.000862127034312337,309838525.68570006,309993176.8993709,1.4304472248541347,1.4304472248541347,309838525.68570006,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_ccpvdz,current_m3,original_one_term,fixed_comparison_pf,0.015071890231943757,0.001527578180685163,0.018366365305140908,0.04010786117985829,268387006.4775554,272432105.9788651,1.6252528475272714,1.6556613283045067,267977649.66701275,False,False,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_ccpvdz,current_m3,refit_one_term,fixed_comparison_pf,0.014597114182866732,0.0014637653281106555,0.01784443580996098,0.039438056211636964,268369906.0593039,272287332.2212968,1.6261169860085423,1.6556613283045067,267977649.66701275,False,False,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
five_condition_holdout,coefficient_fixed_holdout,NH3_ccpvdz,current_m3,two_term,fixed_comparison_pf,0.0034606662979446484,0.0,0.0,0.020607519614708802,267977649.66701275,268905030.8878178,1.6556613283045067,1.6556613283045067,267977649.66701275,True,True,True,0.0,True,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch125,two_term_center,original_one_term,fixed_comparison_pf,0.00958955346293187,0.0004789886695193424,0.014215019419963948,0.014811103442082621,25874842.268009696,26122970.451283704,1.5868528687158976,1.6097352870827806,25862454.445364404,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch125,two_term_center,refit_one_term,fixed_comparison_pf,0.009194587537038074,0.0004515251567189793,0.01380214376205502,0.01429216669374455,25874131.994160987,26112033.96572618,1.587517489231611,1.6097352870827806,25862454.445364404,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch125,two_term_center,two_term,fixed_comparison_pf,5.471213906373424e-05,0.0,0.0,8.471574805802639e-05,25862454.445364404,25861039.45516026,1.6097352870827806,1.6097352870827806,25862454.445364404,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch125,current_m3,original_one_term,fixed_comparison_pf,0.014421015891943062,0.0011456907263225347,0.021301375560916713,0.02349817243213345,22551364.87836635,22876578.46966228,1.8120415452412773,1.8514806294734538,22525557.55596923,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch125,current_m3,refit_one_term,fixed_comparison_pf,0.01385059506234606,0.0010836775529257103,0.020690071599518967,0.022702021871790278,22549967.99705977,22862298.472455908,1.8131733626845257,1.8514806294734538,22525557.55596923,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch125,current_m3,two_term,fixed_comparison_pf,0.00038381788842364374,0.0,0.0,0.0007351936256831112,22525557.55596923,22534203.26790593,1.8514806294734538,1.8514806294734538,22525557.55596923,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150,two_term_center,original_one_term,fixed_comparison_pf,0.00943568855317837,0.0004621080368976127,0.013962293918119428,0.014536353469606151,22782935.710871175,22997908.39656604,1.8024817685676935,1.828004910410612,22772412.396083396,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150,two_term_center,refit_one_term,fixed_comparison_pf,0.009037225788176595,0.0004349124460332199,0.01354609872051138,0.014013918730917074,22782316.401660655,22988205.33896014,1.8032425754326102,1.828004910410612,22772412.396083396,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150,two_term_center,two_term,fixed_comparison_pf,6.910089655143407e-05,0.0,0.0,0.00011542326323975623,22772412.396083396,22770838.801970188,1.828004910410612,1.828004910410612,22772412.396083396,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150,current_m3,original_one_term,fixed_comparison_pf,0.012989871443461497,0.0009095745771416919,0.019304981440346758,0.020793830857985585,19881637.89409953,20139897.814429335,2.0582681690818077,2.098785177990183,19863570.495365683,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150,current_m3,refit_one_term,fixed_comparison_pf,0.012457503613158548,0.0008582008802426877,0.01873894968230083,0.02006402844992497,19880617.429049566,20128280.292503774,2.059456148145866,2.098785177990183,19863570.495365683,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150,current_m3,two_term,fixed_comparison_pf,0.0001545515519577948,0.0,0.0,0.0002966183579915498,19863570.495365683,19866640.441013165,2.098785177990183,2.098785177990183,19863570.495365683,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch125,two_term_center,original_one_term,fixed_comparison_pf,0.006215973858285022,0.0001980615960346377,0.009071946331336678,0.009325635833678732,79681932.9067018,80177233.71862748,0.9509241147875496,0.9596298250584296,79666154.1010706,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch125,two_term_center,refit_one_term,fixed_comparison_pf,0.005991916323817008,0.00018809407094666497,0.008841366423299912,0.009043135494196856,79681138.83231214,80158581.5487818,0.9511453861443608,0.9596298250584296,79666154.1010706,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch125,two_term_center,two_term,fixed_comparison_pf,2.7763151232992683e-05,0.0,0.0,3.584904703159217e-05,79666154.1010706,79663942.31758614,0.9596298250584296,0.9596298250584296,79666154.1010706,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch125,current_m3,original_one_term,fixed_comparison_pf,0.010662281821353283,0.0006156526886167413,0.015287659092587558,0.016808087520902855,69471783.29398234,70212511.02609476,1.0858814744805878,1.102739784371899,69429039.11938041,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch125,current_m3,refit_one_term,fixed_comparison_pf,0.010279389812260223,0.0005853184138766565,0.014884592521509421,0.016298702320392565,69469677.21443474,70183783.10665381,1.086325952024266,1.102739784371899,69429039.11938041,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch125,current_m3,two_term,fixed_comparison_pf,0.0003982958906678229,0.0,0.0,0.0007475546916407564,69429039.11938041,69456692.42035468,1.102739784371899,1.102739784371899,69429039.11938041,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150,two_term_center,original_one_term,fixed_comparison_pf,0.007431916521312285,0.00028450607861829624,0.010919449279949256,0.011268494072578898,64378876.11769818,64857334.550740816,1.17554114007495,1.1885191142613774,64360565.14569092,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150,two_term_center,refit_one_term,fixed_comparison_pf,0.007141686807108635,0.0002690106115377233,0.01061909771501357,0.01089712760287692,64377878.82067967,64837645.46852296,1.1758981136508744,1.1885191142613774,64360565.14569092,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150,two_term_center,two_term,fixed_comparison_pf,5.286375862911676e-05,0.0,0.0,7.000645657956834e-05,64360565.14569092,64357162.80430982,1.1885191142613774,1.1885191142613774,64360565.14569092,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150,current_m3,original_one_term,fixed_comparison_pf,0.012776286448288699,0.0009159912106517787,0.01817842643456402,0.02076689021388818,56080376.64164899,56796875.59775062,1.3423707589123055,1.3672247535135669,56029054.52016739,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150,current_m3,refit_one_term,fixed_comparison_pf,0.012305003915823233,0.0008702089329899465,0.017676403727224677,0.02012321573112298,56077811.50391781,56767849.19406432,1.3430571367846058,1.3672247535135669,56029054.52016739,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150,current_m3,two_term,fixed_comparison_pf,0.0007338786373024052,0.0,0.0,0.0015017843147738183,56029054.52016739,56070173.04634799,1.3672247535135669,1.3672247535135669,56029054.52016739,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_631g,two_term_center,original_one_term,fixed_comparison_pf,0.013409904106438683,0.0009580440272942692,0.020366578826203074,0.021476213891965048,15228775.325479772,15432991.742252955,2.6860191006587484,2.741861437761443,15214199.452564178,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_631g,two_term_center,refit_one_term,fixed_comparison_pf,0.012846900092695342,0.0009022449316373748,0.01976739321124321,0.020699537038574356,15227926.386909176,15423558.035820717,2.687661984590468,2.741861437761443,15214199.452564178,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_631g,two_term_center,two_term,fixed_comparison_pf,0.00012339284613027278,0.0,0.0,0.00020100046333054307,15214199.452564178,15212322.129192133,2.741861437761443,2.741861437761443,15214199.452564178,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_631g,current_m3,original_one_term,fixed_comparison_pf,0.019361210847121182,0.0021532059108611,0.02945130029262022,0.03329360583835284,13258401.274256965,13515099.976823594,3.0671849021528876,3.1602586280087164,13229914.544060506,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_631g,current_m3,refit_one_term,fixed_comparison_pf,0.01859929810941292,0.002038498225794161,0.028614143407816317,0.03215743140384242,13256883.701385982,13503452.433349878,3.069830534421086,3.1602586280087164,13229914.544060506,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_631g,current_m3,two_term,fixed_comparison_pf,0.0005599601729761525,0.0,0.0,0.0011585276332483707,13229914.544060506,13237322.769297058,3.1602586280087164,3.1602586280087164,13229914.544060506,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_ccpvdz,two_term_center,original_one_term,fixed_comparison_pf,0.014056855549197774,0.0010608672920902062,0.021301375560916713,0.022677055838855414,13427051.433199825,13615793.555647964,3.044501991792093,3.110765577643448,13412822.208823863,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_ccpvdz,two_term_center,refit_one_term,fixed_comparison_pf,0.013450659129943908,0.0009975977406666559,0.020654068989211294,0.021834093621333622,13426202.809955351,13606794.087361556,3.0465156107935365,3.110765577643448,13412822.208823863,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_ccpvdz,two_term_center,two_term,fixed_comparison_pf,7.923605491959517e-05,0.0,0.0,0.00010289648137881043,13412822.208823863,13411759.429706698,3.110765577643448,3.110765577643448,13412822.208823863,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_ccpvdz,current_m3,original_one_term,fixed_comparison_pf,0.021930782561064247,0.002882045176716197,0.03317187303613023,0.0392006997298707,11668051.212747123,11923940.706805242,3.476477417934651,3.5957553581439883,11634520.000496285,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_ccpvdz,current_m3,refit_one_term,fixed_comparison_pf,0.021063804732923123,0.002730175072700014,0.0322043894897337,0.03786264993443176,11666284.27698447,11912020.610953642,3.4799562520805223,3.5957553581439883,11634520.000496285,False,False,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,BeH2_stretch150_ccpvdz,current_m3,two_term,fixed_comparison_pf,0.0011901000071809229,0.0,0.0,0.0026148498957997046,11634520.000496285,11648366.242832422,3.5957553581439883,3.5957553581439883,11634520.000496285,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150_631g,two_term_center,original_one_term,fixed_comparison_pf,0.00459771995430647,0.00010677687837867822,0.006640607538604404,0.006788815667601786,60238512.21754981,60515472.02719017,1.259883835422185,1.2683061588619824,60232080.82398117,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150_631g,two_term_center,refit_one_term,fixed_comparison_pf,0.004409856427779977,0.00010067166552119033,0.006448745682362533,0.006556591356351195,60238144.48787553,60503786.056542926,1.2601271749961074,1.2683061588619824,60232080.82398117,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150_631g,two_term_center,two_term,fixed_comparison_pf,3.423149349883386e-05,0.0,0.0,4.7909838438830345e-05,60232080.82398117,60230018.989898026,1.2683061588619824,1.2683061588619824,60232080.82398117,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150_631g,current_m3,original_one_term,fixed_comparison_pf,0.006816987057095157,0.00024759586158684677,0.009518526955953233,0.010443820355356136,52636246.69488782,52995067.307340935,1.4386709721083628,1.4524966001503241,52623217.40403519,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150_631g,current_m3,refit_one_term,fixed_comparison_pf,0.006547953838182666,0.0002341969072914285,0.009240516180233915,0.010102481371075736,52635541.59880294,52980196.695439644,1.4390747818149003,1.4524966001503241,52623217.40403519,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150_631g,current_m3,two_term,fixed_comparison_pf,0.00025482716681946124,0.0,0.0,0.0005502001306658422,52623217.40403519,52636627.22943518,1.4524966001503241,1.4524966001503241,52623217.40403519,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150_ccpvdz,two_term_center,original_one_term,fixed_comparison_pf,0.004640304921146423,0.00010860980024984812,0.006704742984852352,0.00684992652112805,59432744.65222348,59708530.709710434,1.2769107545230711,1.285529902116102,59426290.3746963,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
twelve_condition_holdout,coefficient_fixed_holdout,H2O_stretch150_ccpvdz,two_term_center,refit_one_term,fixed_comparison_pf,0.004452107024277844,0.0001024401925628915,0.006512506714623445,0.006617174128294559,59432378.01532558,59696977.32295715,1.2771578799967216,1.285529902116102,59426290.3746963,True,True,True,0.0,True,artifacts/two_term_pf_geometry_local_20260911_ablation/summary.json,,,,
